statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths
210,710,12,5,1950,7,27,1953,1951,4,2,1,3,2.0,111.0,422612.0,4,965,-422501.0,422723.0
210,710,12,5,1950,7,27,1953,1952,4,2,1,3,2.0,111.0,422612.0,1,965,-422501.0,422723.0
210,710,12,5,1950,7,27,1953,1953,4,2,1,3,2.0,111.0,422612.0,3,965,-422501.0,422723.0
710,210,12,5,1950,7,27,1953,1950,2,4,3,1,2.0,422612.0,111.0,1,965,422501.0,422723.0
710,210,12,5,1950,7,27,1953,1951,2,4,3,1,2.0,422612.0,111.0,4,965,422501.0,422723.0
710,210,12,5,1950,7,27,1953,1952,2,4,3,1,2.0,422612.0,111.0,2,965,422501.0,422723.0
710,210,12,5,1950,7,27,1953,1953,2,4,3,1,2.0,422612.0,111.0,3,965,422501.0,422723.0
210,731,12,5,1950,7,27,1953,1950,4,1,1,3,2.0,111.0,316579.0,3,965,-316468.0,316690.0
210,731,12,5,1950,7,27,1953,1951,4,1,1,3,2.0,111.0,316579.0,2,965,-316468.0,316690.0
210,731,12,5,1950,7,27,1953,1952,4,1,1,3,2.0,111.0,316579.0,4,965,-316468.0,316690.0
210,731,12,5,1950,7,27,1953,1953,4,1,1,3,2.0,111.0,316579.0,1,965,-316468.0,316690.0
731,210,12,5,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,111.0,4,965,316468.0,316690.0
731,210,12,5,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,111.0,3,965,316468.0,316690.0
731,210,12,5,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,111.0,2,965,316468.0,316690.0
731,210,12,5,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,111.0,1,965,316468.0,316690.0
211,710,4,22,1951,7,27,1953,1951,4,2,1,3,2.0,97.0,422612.0,2,827,-422515.0,422709.0
211,710,4,22,1951,7,27,1953,1952,4,2,1,3,2.0,97.0,422612.0,1,827,-422515.0,422709.0
211,710,4,22,1951,7,27,1953,1953,4,2,1,3,2.0,97.0,422612.0,3,827,-422515.0,422709.0
710,211,4,22,1951,4,21,1953,1951,2,4,3,1,2.0,422612.0,97.0,3,730,422515.0,422709.0
710,211,4,22,1951,4,21,1953,1952,2,4,3,1,2.0,422612.0,97.0,2,730,422515.0,422709.0
710,211,4,22,1951,4,21,1953,1953,2,4,3,1,2.0,422612.0,97.0,1,730,422515.0,422709.0
211,731,4,22,1951,7,27,1953,1951,4,1,1,3,2.0,97.0,316579.0,1,827,-316482.0,316676.0
211,731,4,22,1951,7,27,1953,1952,4,1,1,3,2.0,97.0,316579.0,2,827,-316482.0,316676.0
211,731,4,22,1951,7,27,1953,1953,4,1,1,3,2.0,97.0,316579.0,3,827,-316482.0,316676.0
731,211,4,22,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,97.0,3,827,316482.0,316676.0
731,211,4,22,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,97.0,2,827,316482.0,316676.0
731,211,4,22,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,97.0,1,827,316482.0,316676.0
220,710,1,7,1951,7,27,1953,1951,4,2,1,3,2.0,288.0,422612.0,1,932,-422324.0,422900.0
220,710,1,7,1951,7,27,1953,1952,4,2,1,3,2.0,288.0,422612.0,3,932,-422324.0,422900.0
220,710,1,7,1951,7,27,1953,1953,4,2,1,3,2.0,288.0,422612.0,2,932,-422324.0,422900.0
710,220,1,7,1951,7,27,1953,1951,2,4,3,1,2.0,422612.0,288.0,3,932,422324.0,422900.0
710,220,1,7,1951,7,27,1953,1952,2,4,3,1,2.0,422612.0,288.0,2,932,422324.0,422900.0
710,220,1,7,1951,7,27,1953,1953,2,4,3,1,2.0,422612.0,288.0,1,932,422324.0,422900.0
220,731,1,7,1951,7,27,1953,1951,4,1,1,3,2.0,288.0,316579.0,1,932,-316291.0,316867.0
220,731,1,7,1951,7,27,1953,1952,4,1,1,3,2.0,288.0,316579.0,3,932,-316291.0,316867.0
220,731,1,7,1951,7,27,1953,1953,4,1,1,3,2.0,288.0,316579.0,2,932,-316291.0,316867.0
731,220,1,7,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,288.0,1,932,316291.0,316867.0
731,220,1,7,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,288.0,3,932,316291.0,316867.0
731,220,1,7,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,288.0,2,932,316291.0,316867.0
350,710,12,9,1950,7,27,1953,1950,4,2,1,3,2.0,169.0,422612.0,1,961,-422443.0,422781.0
350,710,12,9,1950,7,27,1953,1951,4,2,1,3,2.0,169.0,422612.0,2,961,-422443.0,422781.0
350,710,12,9,1950,7,27,1953,1952,4,2,1,3,2.0,169.0,422612.0,4,961,-422443.0,422781.0
350,710,12,9,1950,7,27,1953,1953,4,2,1,3,2.0,169.0,422612.0,3,961,-422443.0,422781.0
710,350,12,9,1950,7,27,1953,1950,2,4,3,1,2.0,422612.0,169.0,4,961,422443.0,422781.0
710,350,12,9,1950,7,27,1953,1951,2,4,3,1,2.0,422612.0,169.0,3,961,422443.0,422781.0
710,350,12,9,1950,7,27,1953,1952,2,4,3,1,2.0,422612.0,169.0,2,961,422443.0,422781.0
710,350,12,9,1950,7,27,1953,1953,2,4,3,1,2.0,422612.0,169.0,1,961,422443.0,422781.0
350,731,12,9,1950,7,27,1953,1950,4,1,1,3,2.0,169.0,316579.0,1,961,-316410.0,316748.0
350,731,12,9,1950,7,27,1953,1951,4,1,1,3,2.0,169.0,316579.0,2,961,-316410.0,316748.0
350,731,12,9,1950,7,27,1953,1952,4,1,1,3,2.0,169.0,316579.0,3,961,-316410.0,316748.0
350,731,12,9,1950,7,27,1953,1953,4,1,1,3,2.0,169.0,316579.0,4,961,-316410.0,316748.0
731,350,12,9,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,169.0,2,961,316410.0,316748.0
731,350,12,9,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,169.0,3,961,316410.0,316748.0
731,350,12,9,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,169.0,4,961,316410.0,316748.0
731,350,12,9,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,169.0,1,961,316410.0,316748.0
530,710,6,1,1951,7,27,1953,1951,4,2,1,3,2.0,120.0,422612.0,1,787,-422492.0,422732.0
530,710,6,1,1951,7,27,1953,1952,4,2,1,3,2.0,120.0,422612.0,2,787,-422492.0,422732.0
530,710,6,1,1951,7,27,1953,1953,4,2,1,3,2.0,120.0,422612.0,3,787,-422492.0,422732.0
710,530,6,1,1951,7,27,1953,1951,2,4,3,1,2.0,422612.0,120.0,3,787,422492.0,422732.0
710,530,6,1,1951,7,27,1953,1952,2,4,3,1,2.0,422612.0,120.0,2,787,422492.0,422732.0
710,530,6,1,1951,7,27,1953,1953,2,4,3,1,2.0,422612.0,120.0,1,787,422492.0,422732.0
530,731,6,1,1951,7,27,1953,1951,4,1,1,3,2.0,120.0,316579.0,2,787,-316459.0,316699.0
530,731,6,1,1951,7,27,1953,1952,4,1,1,3,2.0,120.0,316579.0,3,787,-316459.0,316699.0
530,731,6,1,1951,7,27,1953,1953,4,1,1,3,2.0,120.0,316579.0,1,787,-316459.0,316699.0
731,530,6,1,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,120.0,1,787,316459.0,316699.0
731,530,6,1,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,120.0,3,787,316459.0,316699.0
731,530,6,1,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,120.0,2,787,316459.0,316699.0
640,710,11,25,1950,7,27,1953,1950,4,2,1,3,2.0,717.0,422612.0,4,975,-421895.0,423329.0
640,710,11,25,1950,7,27,1953,1951,4,2,1,3,2.0,717.0,422612.0,1,975,-421895.0,423329.0
640,710,11,25,1950,7,27,1953,1952,4,2,1,3,2.0,717.0,422612.0,2,975,-421895.0,423329.0
640,710,11,25,1950,7,27,1953,1953,4,2,1,3,2.0,717.0,422612.0,3,975,-421895.0,423329.0
710,640,11,25,1950,7,27,1953,1950,2,4,3,1,2.0,422612.0,717.0,3,975,421895.0,423329.0
710,640,11,25,1950,7,27,1953,1951,2,4,3,1,2.0,422612.0,717.0,1,975,421895.0,423329.0
710,640,11,25,1950,7,27,1953,1952,2,4,3,1,2.0,422612.0,717.0,2,975,421895.0,423329.0
710,640,11,25,1950,7,27,1953,1953,2,4,3,1,2.0,422612.0,717.0,4,975,421895.0,423329.0
640,731,11,25,1950,7,27,1953,1950,4,1,1,3,2.0,717.0,316579.0,4,975,-315862.0,317296.0
640,731,11,25,1950,7,27,1953,1951,4,1,1,3,2.0,717.0,316579.0,1,975,-315862.0,317296.0
640,731,11,25,1950,7,27,1953,1952,4,1,1,3,2.0,717.0,316579.0,2,975,-315862.0,317296.0
640,731,11,25,1950,7,27,1953,1953,4,1,1,3,2.0,717.0,316579.0,3,975,-315862.0,317296.0
731,640,11,25,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,717.0,2,975,315862.0,317296.0
731,640,11,25,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,717.0,1,975,315862.0,317296.0
731,640,11,25,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,717.0,3,975,315862.0,317296.0
731,640,11,25,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,717.0,4,975,315862.0,317296.0
710,732,10,25,1950,7,27,1953,1950,2,3,1,3,2.0,422612.0,113248.0,4,1006,309364.0,535860.0
710,732,10,25,1950,7,27,1953,1951,2,3,1,3,2.0,422612.0,113248.0,2,1006,309364.0,535860.0
710,732,10,25,1950,7,27,1953,1952,2,3,1,3,2.0,422612.0,113248.0,1,1006,309364.0,535860.0
710,732,10,25,1950,7,27,1953,1953,2,3,1,3,2.0,422612.0,113248.0,3,1006,309364.0,535860.0
732,710,10,25,1950,7,27,1953,1950,3,2,3,1,2.0,113248.0,422612.0,2,1006,-309364.0,535860.0
732,710,10,25,1950,7,27,1953,1951,3,2,3,1,2.0,113248.0,422612.0,3,1006,-309364.0,535860.0
732,710,10,25,1950,7,27,1953,1952,3,2,3,1,2.0,113248.0,422612.0,1,1006,-309364.0,535860.0
732,710,10,25,1950,7,27,1953,1953,3,2,3,1,2.0,113248.0,422612.0,4,1006,-309364.0,535860.0
710,800,1,3,1951,7,27,1953,1951,2,4,3,1,2.0,422612.0,114.0,1,936,422498.0,422726.0
710,800,1,3,1951,7,27,1953,1952,2,4,3,1,2.0,422612.0,114.0,2,936,422498.0,422726.0
710,800,1,3,1951,7,27,1953,1953,2,4,3,1,2.0,422612.0,114.0,3,936,422498.0,422726.0
800,710,1,3,1951,7,27,1953,1951,4,2,3,1,2.0,114.0,422612.0,1,936,-422498.0,422726.0
800,710,1,3,1951,7,27,1953,1952,4,2,3,1,2.0,114.0,422612.0,3,936,-422498.0,422726.0
800,710,1,3,1951,7,27,1953,1953,4,2,3,1,2.0,114.0,422612.0,2,936,-422498.0,422726.0
710,840,4,21,1951,7,27,1953,1951,2,4,3,1,2.0,422612.0,92.0,1,828,422520.0,422704.0
710,840,4,21,1951,7,27,1953,1952,2,4,3,1,2.0,422612.0,92.0,2,828,422520.0,422704.0
710,840,4,21,1951,7,27,1953,1953,2,4,3,1,2.0,422612.0,92.0,3,828,422520.0,422704.0
840,710,4,21,1951,7,27,1953,1951,4,2,1,3,2.0,92.0,422612.0,1,828,-422520.0,422704.0
840,710,4,21,1951,7,27,1953,1952,4,2,1,3,2.0,92.0,422612.0,3,828,-422520.0,422704.0
840,710,4,21,1951,7,27,1953,1953,4,2,1,3,2.0,92.0,422612.0,2,828,-422520.0,422704.0
710,900,11,5,1950,7,27,1953,1950,2,4,3,1,2.0,422612.0,291.0,2,995,422321.0,422903.0
710,900,11,5,1950,7,27,1953,1951,2,4,3,1,2.0,422612.0,291.0,1,995,422321.0,422903.0
710,900,11,5,1950,7,27,1953,1952,2,4,3,1,2.0,422612.0,291.0,4,995,422321.0,422903.0
710,900,11,5,1950,7,27,1953,1953,2,4,3,1,2.0,422612.0,291.0,3,995,422321.0,422903.0
900,710,11,5,1950,7,27,1953,1950,4,2,1,3,2.0,291.0,422612.0,2,995,-422321.0,422903.0
900,710,11,5,1950,7,27,1953,1951,4,2,1,3,2.0,291.0,422612.0,4,995,-422321.0,422903.0
900,710,11,5,1950,7,27,1953,1952,4,2,1,3,2.0,291.0,422612.0,3,995,-422321.0,422903.0
900,710,11,5,1950,7,27,1953,1953,4,2,1,3,2.0,291.0,422612.0,1,995,-422321.0,422903.0
710,920,1,25,1951,7,27,1953,1951,1,4,3,1,2.0,422612.0,23.0,2,914,422589.0,422635.0
710,920,1,25,1951,7,27,1953,1952,1,4,3,1,2.0,422612.0,23.0,1,914,422589.0,422635.0
710,920,1,25,1951,7,27,1953,1953,1,4,3,1,2.0,422612.0,23.0,3,914,422589.0,422635.0
920,710,1,25,1951,7,27,1953,1951,4,1,1,3,2.0,23.0,422612.0,3,914,-422589.0,422635.0
920,710,1,25,1951,7,27,1953,1952,4,1,1,3,2.0,23.0,422612.0,1,914,-422589.0,422635.0
920,710,1,25,1951,7,27,1953,1953,4,1,1,3,2.0,23.0,422612.0,2,914,-422589.0,422635.0
731,732,6,24,1950,7,27,1953,1950,1,3,1,3,2.0,316579.0,113248.0,3,1129,203331.0,429827.0
731,732,6,24,1950,7,27,1953,1951,1,3,1,3,2.0,316579.0,113248.0,2,1129,203331.0,429827.0
731,732,6,24,1950,7,27,1953,1952,1,3,1,3,2.0,316579.0,113248.0,1,1129,203331.0,429827.0
731,732,6,24,1950,7,27,1953,1953,1,3,1,3,2.0,316579.0,113248.0,4,1129,203331.0,429827.0
732,731,6,24,1950,7,27,1953,1950,3,1,3,1,2.0,113248.0,316579.0,4,1129,-203331.0,429827.0
732,731,6,24,1950,7,27,1953,1951,3,1,3,1,2.0,113248.0,316579.0,1,1129,-203331.0,429827.0
732,731,6,24,1950,7,27,1953,1952,3,1,3,1,2.0,113248.0,316579.0,3,1129,-203331.0,429827.0
732,731,6,24,1950,7,27,1953,1953,3,1,3,1,2.0,113248.0,316579.0,2,1129,-203331.0,429827.0
731,800,1,3,1951,7,27,1953,1951,1,4,3,1,2.0,316579.0,114.0,3,936,316465.0,316693.0
731,800,1,3,1951,7,27,1953,1952,1,4,3,1,2.0,316579.0,114.0,2,936,316465.0,316693.0
731,800,1,3,1951,7,27,1953,1953,1,4,3,1,2.0,316579.0,114.0,1,936,316465.0,316693.0
800,731,1,3,1951,7,27,1953,1951,4,1,3,1,2.0,114.0,316579.0,2,936,-316465.0,316693.0
800,731,1,3,1951,7,27,1953,1952,4,1,3,1,2.0,114.0,316579.0,3,936,-316465.0,316693.0
800,731,1,3,1951,7,27,1953,1953,4,1,3,1,2.0,114.0,316579.0,1,936,-316465.0,316693.0
731,840,11,1,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,92.0,3,999,316487.0,316671.0
731,840,11,1,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,92.0,1,999,316487.0,316671.0
731,840,11,1,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,92.0,2,999,316487.0,316671.0
731,840,11,1,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,92.0,4,999,316487.0,316671.0
840,731,11,1,1950,7,27,1953,1950,4,1,1,3,2.0,92.0,316579.0,2,999,-316487.0,316671.0
840,731,11,1,1950,7,27,1953,1951,4,1,1,3,2.0,92.0,316579.0,4,999,-316487.0,316671.0
840,731,11,1,1950,7,27,1953,1952,4,1,1,3,2.0,92.0,316579.0,1,999,-316487.0,316671.0
840,731,11,1,1950,7,27,1953,1953,4,1,1,3,2.0,92.0,316579.0,3,999,-316487.0,316671.0
731,900,10,21,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,291.0,4,1010,316288.0,316870.0
731,900,10,21,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,291.0,3,1010,316288.0,316870.0
731,900,10,21,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,291.0,1,1010,316288.0,316870.0
731,900,10,21,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,291.0,2,1010,316288.0,316870.0
900,731,10,21,1950,7,27,1953,1950,4,1,1,3,2.0,291.0,316579.0,1,1010,-316288.0,316870.0
900,731,10,21,1950,7,27,1953,1951,4,1,1,3,2.0,291.0,316579.0,3,1010,-316288.0,316870.0
900,731,10,21,1950,7,27,1953,1952,4,1,1,3,2.0,291.0,316579.0,4,1010,-316288.0,316870.0
900,731,10,21,1950,7,27,1953,1953,4,1,1,3,2.0,291.0,316579.0,2,1010,-316288.0,316870.0
731,920,9,15,1950,7,27,1953,1950,1,4,3,1,2.0,316579.0,23.0,2,1046,316556.0,316602.0
731,920,9,15,1950,7,27,1953,1951,1,4,3,1,2.0,316579.0,23.0,3,1046,316556.0,316602.0
731,920,9,15,1950,7,27,1953,1952,1,4,3,1,2.0,316579.0,23.0,4,1046,316556.0,316602.0
731,920,9,15,1950,7,27,1953,1953,1,4,3,1,2.0,316579.0,23.0,1,1046,316556.0,316602.0
920,731,9,15,1950,7,27,1953,1950,4,1,1,3,2.0,23.0,316579.0,3,1046,-316556.0,316602.0
920,731,9,15,1950,7,27,1953,1951,4,1,1,3,2.0,23.0,316579.0,1,1046,-316556.0,316602.0
920,731,9,15,1950,7,27,1953,1952,4,1,1,3,2.0,23.0,316579.0,2,1046,-316556.0,316602.0
920,731,9,15,1950,7,27,1953,1953,4,1,1,3,2.0,23.0,316579.0,4,1046,-316556.0,316602.0
710,713,9,3,1954,4,23,1955,1954,1,3,1,1,1.0,1003.0,1367.0,1,232,-364.0,2370.0
710,713,9,3,1954,4,23,1955,1955,1,3,1,1,1.0,1003.0,1367.0,2,232,-364.0,2370.0
713,710,9,3,1954,4,23,1955,1954,3,1,3,1,3.0,1367.0,1003.0,1,232,364.0,2370.0
713,710,9,3,1954,4,23,1955,1955,3,1,3,1,3.0,1367.0,1003.0,2,232,364.0,2370.0
200,651,10,31,1956,11,6,1956,1956,2,3,1,3,3.0,20.0,3000.0,1,6,-2980.0,3020.0
651,200,10,31,1956,11,6,1956,1956,3,2,3,1,1.0,3000.0,20.0,1,6,2980.0,3020.0
220,651,10,31,1956,11,6,1956,1956,2,3,1,3,3.0,10.0,3000.0,1,6,-2990.0,3010.0
651,220,10,31,1956,11,6,1956,1956,3,2,3,1,1.0,3000.0,10.0,1,6,2990.0,3010.0
651,666,10,29,1956,11,6,1956,1956,3,1,3,1,3.0,3000.0,189.0,1,8,2811.0,3189.0
666,651,10,29,1956,11,6,1956,1956,1,3,1,3,1.0,189.0,3000.0,1,8,-2811.0,3189.0
310,365,11,4,1956,11,14,1956,1956,3,1,3,1,3.0,2502.0,720.0,1,10,1782.0,3222.0
365,310,11,4,1956,11,14,1956,1956,1,3,1,3,1.0,720.0,2502.0,1,10,-1782.0,3222.0
710,713,8,23,1958,11,23,1958,1958,1,3,1,3,2.0,300.0,1500.0,1,92,-1200.0,1800.0
713,710,8,23,1958,11,23,1958,1958,3,1,3,1,2.0,1500.0,300.0,1,92,1200.0,1800.0
710,750,10,20,1962,11,21,1962,1962,1,3,1,3,1.0,500.0,1353.0,1,32,-853.0,1853.0
750,710,10,20,1962,11,21,1962,1962,3,1,3,1,3.0,1353.0,500.0,1,32,853.0,1853.0
2,816,2,7,1965,1,27,1973,1965,1,3,1,3,1.0,58153.0,700000.0,5,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1966,1,3,1,3,1.0,58153.0,700000.0,3,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1967,1,3,1,3,1.0,58153.0,700000.0,9,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1968,1,3,1,3,1.0,58153.0,700000.0,6,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1969,1,3,1,3,1.0,58153.0,700000.0,7,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1970,1,3,1,3,1.0,58153.0,700000.0,2,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1971,1,3,1,3,1.0,58153.0,700000.0,1,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1972,1,3,1,3,1.0,58153.0,700000.0,4,2911,-641847.0,758153.0
2,816,2,7,1965,1,27,1973,1973,1,3,1,3,1.0,58153.0,700000.0,8,2911,-641847.0,758153.0
816,2,2,7,1965,1,27,1973,1965,3,1,3,1,3.0,700000.0,58153.0,8,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1966,3,1,3,1,3.0,700000.0,58153.0,1,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1967,3,1,3,1,3.0,700000.0,58153.0,6,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1968,3,1,3,1,3.0,700000.0,58153.0,5,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1969,3,1,3,1,3.0,700000.0,58153.0,2,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1970,3,1,3,1,3.0,700000.0,58153.0,4,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1971,3,1,3,1,3.0,700000.0,58153.0,7,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1972,3,1,3,1,3.0,700000.0,58153.0,9,2911,641847.0,758153.0
816,2,2,7,1965,1,27,1973,1973,3,1,3,1,3.0,700000.0,58153.0,3,2911,641847.0,758153.0
732,816,10,1,1965,1,27,1973,1965,2,3,1,3,3.0,4687.0,700000.0,5,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1966,2,3,1,3,3.0,4687.0,700000.0,7,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1967,2,3,1,3,3.0,4687.0,700000.0,6,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1968,2,3,1,3,3.0,4687.0,700000.0,8,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1969,2,3,1,3,3.0,4687.0,700000.0,1,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1970,2,3,1,3,3.0,4687.0,700000.0,2,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1971,2,3,1,3,3.0,4687.0,700000.0,9,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1972,2,3,1,3,3.0,4687.0,700000.0,3,2675,-695313.0,704687.0
732,816,10,1,1965,1,27,1973,1973,2,3,1,3,3.0,4687.0,700000.0,4,2675,-695313.0,704687.0
816,732,10,1,1965,1,27,1973,1965,3,2,3,1,1.0,700000.0,4687.0,1,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1966,3,2,3,1,1.0,700000.0,4687.0,9,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1967,3,2,3,1,1.0,700000.0,4687.0,5,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1968,3,2,3,1,1.0,700000.0,4687.0,3,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1969,3,2,3,1,1.0,700000.0,4687.0,4,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1970,3,2,3,1,1.0,700000.0,4687.0,2,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1971,3,2,3,1,1.0,700000.0,4687.0,8,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1972,3,2,3,1,1.0,700000.0,4687.0,6,2675,695313.0,704687.0
816,732,10,1,1965,1,27,1973,1973,3,1,3,1,1.0,700000.0,4687.0,7,2675,695313.0,704687.0
800,816,10,1,1967,4,17,1973,1967,2,3,1,3,3.0,700000.0,494.0,4,2025,699506.0,700494.0
800,816,10,1,1967,4,17,1973,1968,2,3,1,3,3.0,700000.0,494.0,3,2025,699506.0,700494.0
800,816,10,1,1967,4,17,1973,1969,2,3,1,3,3.0,700000.0,494.0,7,2025,699506.0,700494.0
800,816,10,1,1967,4,17,1973,1970,2,3,1,3,3.0,700000.0,494.0,6,2025,699506.0,700494.0
800,816,10,1,1967,4,17,1973,1971,2,3,1,3,3.0,700000.0,494.0,5,2025,699506.0,700494.0
800,816,10,1,1967,4,17,1973,1972,2,3,1,3,3.0,700000.0,494.0,2,2025,699506.0,700494.0
800,816,10,1,1967,4,17,1973,1973,2,3,1,3,3.0,700000.0,494.0,1,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1967,3,2,3,1,3.0,700000.0,494.0,6,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1968,3,2,3,1,3.0,700000.0,494.0,5,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1969,3,2,3,1,3.0,700000.0,494.0,2,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1970,3,2,3,1,3.0,700000.0,494.0,1,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1971,3,2,3,1,3.0,700000.0,494.0,4,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1972,3,2,3,1,3.0,700000.0,494.0,3,2025,699506.0,700494.0
816,800,10,1,1967,4,17,1973,1973,3,2,3,1,3.0,700000.0,494.0,7,2025,699506.0,700494.0
816,817,2,7,1965,4,30,1975,1965,3,1,3,1,3.0,700000.0,254257.0,5,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1966,3,1,3,1,3.0,700000.0,254257.0,2,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1967,3,1,3,1,3.0,700000.0,254257.0,4,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1968,3,1,3,1,3.0,700000.0,254257.0,10,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1969,3,1,3,1,3.0,700000.0,254257.0,7,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1970,3,1,3,1,3.0,700000.0,254257.0,8,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1971,3,1,3,1,3.0,700000.0,254257.0,6,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1972,3,1,3,1,3.0,700000.0,254257.0,9,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1973,3,1,3,1,3.0,700000.0,254257.0,1,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1974,3,1,3,1,3.0,700000.0,254257.0,3,3734,445743.0,954257.0
816,817,2,7,1965,4,30,1975,1975,3,1,3,1,3.0,700000.0,254257.0,11,3734,445743.0,954257.0
817,816,2,7,1965,4,30,1975,1965,1,3,3,1,1.0,254257.0,700000.0,1,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1966,1,3,3,1,1.0,254257.0,700000.0,7,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1967,1,3,3,1,1.0,254257.0,700000.0,9,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1968,1,3,3,1,1.0,254257.0,700000.0,4,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1969,1,3,3,1,1.0,254257.0,700000.0,11,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1970,1,3,3,1,1.0,254257.0,700000.0,5,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1971,1,3,3,1,1.0,254257.0,700000.0,6,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1972,1,3,3,1,1.0,254257.0,700000.0,2,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1973,1,3,3,1,1.0,254257.0,700000.0,10,3734,-445743.0,954257.0
817,816,2,7,1965,4,30,1975,1974,1,3,3,1,1.0,254257.0,700000.0,3,3734,-445743.0,954257.0
