stateabb,statea,year,defensebudget,milsize,IronSteelProduct,EnergyUse,totalpop,urbanpop,CINC_Score_A,version_x,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths,CINC_Score_B,version_y,diff_CINC
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,360,8,27,1916,12,9,1917,1,4,1,1,3.0,1773700.0,335706.0,1,469,1437994.0,2109406.0,0.0039912,2011,0.1541776
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,350,6,27,1917,11,11,1918,1,4,3,1,3.0,1773700.0,5000.0,2,502,1768700.0,1778700.0,0.0018323,2011,0.1563365
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,211,8,3,1914,11,11,1918,1,3,1,3,3.0,1773700.0,13716.0,1,1561,1759984.0,1787416.0,0.0054986,2011,0.1526702
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,2,6,27,1917,11,11,1918,1,4,1,3,3.0,1773700.0,116516.0,2,502,1657184.0,1890216.0,0.24402820000000003,2011,-0.08585940000000003
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,200,8,23,1914,11,11,1918,1,4,1,3,3.0,1773700.0,908371.0,5,1541,865329.0,2682071.0,0.1498948,2011,0.008274000000000004
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,220,8,7,1914,11,11,1918,1,4,3,1,3.0,1773700.0,1385000.0,2,1557,388700.0,3158700.0,0.0840341,2011,0.0741347
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,365,8,17,1914,8,27,1918,1,4,3,1,1.0,1773700.0,1700000.0,4,1471,73700.0,3473700.0,0.11721400000000001,2011,0.040954799999999986
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,345,10,5,1915,11,11,1918,1,3,1,3,3.0,1773700.0,70000.0,2,1133,1703700.0,1843700.0,0.0018314,2011,0.1563374
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,235,4,4,1917,11,11,1918,1,4,3,1,3.0,1773700.0,7222.0,1,586,1766478.0,1780922.0,0.0025797,2011,0.1555891
GMY,255,1917,7150000.0,5380.0,15501.0,198269.0,67368.0,14643.0,0.1581688,2011,325,8,11,1916,11,11,1918,1,4,3,1,3.0,1773700.0,650000.0,2,822,1123700.0,2423700.0,0.0323,2011,0.1258688
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,350,6,27,1917,11,11,1918,1,4,3,1,3.0,1773700.0,5000.0,1,502,1768700.0,1778700.0,0.0018777000000000002,2011,0.170556
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,211,8,3,1914,11,11,1918,1,3,1,3,3.0,1773700.0,13716.0,2,1561,1759984.0,1787416.0,0.005398,2011,0.1670357
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,2,6,27,1917,11,11,1918,1,4,1,3,3.0,1773700.0,116516.0,1,502,1657184.0,1890216.0,0.2948715,2011,-0.12243779999999999
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,200,8,23,1914,11,11,1918,1,4,1,3,3.0,1773700.0,908371.0,2,1541,865329.0,2682071.0,0.1427972,2011,0.02963650000000001
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,220,8,7,1914,11,11,1918,1,4,3,1,3.0,1773700.0,1385000.0,5,1557,388700.0,3158700.0,0.08841130000000001,2011,0.08402240000000001
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,365,8,17,1914,8,27,1918,1,4,3,1,1.0,1773700.0,1700000.0,1,1471,73700.0,3473700.0,0.0373969,2011,0.1350368
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,345,10,5,1915,11,11,1918,1,3,1,3,3.0,1773700.0,70000.0,1,1133,1703700.0,1843700.0,0.0021590999999999997,2011,0.17027460000000003
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,235,4,4,1917,11,11,1918,1,4,3,1,3.0,1773700.0,7222.0,2,586,1766478.0,1780922.0,0.0025923,2011,0.16984140000000003
GMY,255,1918,8779000.0,8000.0,14092.0,189899.0,66811.0,14737.0,0.17243370000000002,2011,325,8,11,1916,11,11,1918,1,4,3,1,3.0,1773700.0,650000.0,3,822,1123700.0,2423700.0,0.0332964,2011,0.13913730000000002
GMY,255,1919,80023.0,114.0,7847.0,146740.0,62897.0,14803.0,0.0768036,2011,366,6,1,1919,7,3,1919,2,3,1,3,2.0,750.0,1000.0,1,32,-250.0,1750.0,0.0008131,2011,0.0759905
GMY,255,1919,80023.0,114.0,7847.0,146740.0,62897.0,14803.0,0.0768036,2011,367,6,1,1919,7,3,1919,2,3,1,3,2.0,750.0,3046.0,1,32,-2296.0,3796.0,0.0012747,2011,0.0755289
GMY,255,1919,80023.0,114.0,7847.0,146740.0,62897.0,14803.0,0.0768036,2011,365,1,1,1919,4,15,1919,1,3,1,3,2.0,450.0,8000.0,1,104,-7550.0,8450.0,0.0630602,2011,0.013743400000000003
GMY,255,1939,12000000.0,2750.0,23733.0,255050.0,79798.0,23627.0,0.1779559,2011,290,9,1,1939,9,27,1939,1,3,1,3,1.0,3500000.0,320000.0,1,26,3180000.0,3820000.0,0.0183111,2011,0.1596448
GMY,255,1940,21200000.0,3300.0,21540.0,256916.0,90211.0,25219.0,0.17135079999999997,2011,211,5,10,1940,5,28,1940,1,4,1,3,1.0,3500000.0,9600.0,1,18,3490400.0,3509600.0,0.0075867,2011,0.16376409999999997
GMY,255,1940,21200000.0,3300.0,21540.0,256916.0,90211.0,25219.0,0.17135079999999997,2011,200,4,9,1940,5,7,1945,1,4,1,3,3.0,3500000.0,418765.0,3,1854,3081235.0,3918765.0,0.0949571,2011,0.07639369999999997
GMY,255,1940,21200000.0,3300.0,21540.0,256916.0,90211.0,25219.0,0.17135079999999997,2011,385,4,9,1940,6,9,1940,1,4,1,3,1.0,3500000.0,3000.0,1,61,3497000.0,3503000.0,0.0012622999999999998,2011,0.17008849999999998
GMY,255,1940,21200000.0,3300.0,21540.0,256916.0,90211.0,25219.0,0.17135079999999997,2011,220,4,9,1940,6,22,1940,1,4,1,3,1.0,3500000.0,210824.0,1,74,3289176.0,3710824.0,0.0758349,2011,0.09551589999999997
GMY,255,1940,21200000.0,3300.0,21540.0,256916.0,90211.0,25219.0,0.17135079999999997,2011,210,5,10,1940,5,14,1940,1,4,1,3,1.0,3500000.0,7900.0,1,4,3492100.0,3507900.0,0.0050486,2011,0.16630219999999996
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,365,6,22,1941,5,7,1945,1,4,1,3,3.0,3500000.0,7500000.0,5,1415,-4000000.0,11000000.0,0.1243385,2011,0.07804870000000001
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,350,4,6,1941,4,23,1941,1,4,1,3,1.0,3500000.0,18300.0,1,17,3481700.0,3518300.0,0.0045834,2011,0.19780380000000003
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,560,11,18,1941,5,7,1945,1,4,3,1,3.0,3500000.0,8700.0,5,1266,3491300.0,3508700.0,0.0056575,2011,0.1967297
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,200,4,9,1940,5,7,1945,1,4,1,3,3.0,3500000.0,418765.0,2,1854,3081235.0,3918765.0,0.0992547,2011,0.10313250000000002
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,920,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,12200.0,4,1556,3487800.0,3512200.0,0.0016385000000000002,2011,0.20074870000000003
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,900,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,33826.0,5,1556,3466174.0,3533826.0,0.011121299999999999,2011,0.19126590000000002
GMY,255,1941,28900000.0,7100.0,20836.0,264396.0,90617.0,25412.0,0.20238720000000002,2011,345,4,6,1941,4,17,1941,1,4,1,3,1.0,3500000.0,305000.0,1,11,3195000.0,3805000.0,0.0043765,2011,0.1980107
GMY,255,1942,36900000.0,7028.0,20480.0,268595.0,91207.0,25412.0,0.17555020000000002,2011,365,6,22,1941,5,7,1945,1,4,1,3,3.0,3500000.0,7500000.0,1,1415,-4000000.0,11000000.0,0.1129192,2011,0.06263100000000002
GMY,255,1942,36900000.0,7028.0,20480.0,268595.0,91207.0,25412.0,0.17555020000000002,2011,560,11,18,1941,5,7,1945,1,4,3,1,3.0,3500000.0,8700.0,1,1266,3491300.0,3508700.0,0.0063222,2011,0.16922800000000002
GMY,255,1942,36900000.0,7028.0,20480.0,268595.0,91207.0,25412.0,0.17555020000000002,2011,200,4,9,1940,5,7,1945,1,4,1,3,3.0,3500000.0,418765.0,4,1854,3081235.0,3918765.0,0.0935872,2011,0.08196300000000002
GMY,255,1942,36900000.0,7028.0,20480.0,268595.0,91207.0,25412.0,0.17555020000000002,2011,920,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,12200.0,1,1556,3487800.0,3512200.0,0.0018231999999999999,2011,0.17372700000000002
GMY,255,1942,36900000.0,7028.0,20480.0,268595.0,91207.0,25412.0,0.17555020000000002,2011,900,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,33826.0,3,1556,3466174.0,3533826.0,0.010773200000000002,2011,0.164777
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,365,6,22,1941,5,7,1945,1,4,1,3,3.0,3500000.0,7500000.0,2,1415,-4000000.0,11000000.0,0.102841,2011,0.05075729999999999
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,2,2,19,1943,5,7,1945,1,4,1,3,3.0,3500000.0,405400.0,3,808,3094600.0,3905400.0,0.3456322,2011,-0.1920339
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,560,11,18,1941,5,7,1945,1,4,3,1,3.0,3500000.0,8700.0,3,1266,3491300.0,3508700.0,0.0056633000000000005,2011,0.14793499999999998
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,200,4,9,1940,5,7,1945,1,4,1,3,3.0,3500000.0,418765.0,6,1854,3081235.0,3918765.0,0.08737930000000001,2011,0.06621899999999999
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,920,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,12200.0,3,1556,3487800.0,3512200.0,0.001294,2011,0.1523043
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,900,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,33826.0,4,1556,3466174.0,3533826.0,0.0119916,2011,0.1416067
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,20,7,10,1943,5,7,1945,1,4,3,1,3.0,3500000.0,41992.0,3,667,3458008.0,3541992.0,0.0185215,2011,0.1350768
GMY,255,1943,44800000.0,6957.0,20758.0,273895.0,90784.0,25412.0,0.1535983,2011,325,9,15,1943,5,7,1945,1,4,1,3,3.0,3500000.0,174500.0,3,600,3325500.0,3674500.0,0.0219315,2011,0.1316668
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,140,7,16,1944,5,7,1945,1,4,3,1,3.0,3500000.0,1000.0,2,295,3499000.0,3501000.0,0.011036,2011,0.1251768
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,365,6,22,1941,5,7,1945,1,4,1,3,3.0,3500000.0,7500000.0,3,1415,-4000000.0,11000000.0,0.0976179,2011,0.0385949
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,2,2,19,1943,5,7,1945,1,4,1,3,3.0,3500000.0,405400.0,2,808,3094600.0,3905400.0,0.3506417,2011,-0.2144289
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,560,11,18,1941,5,7,1945,1,4,3,1,3.0,3500000.0,8700.0,2,1266,3491300.0,3508700.0,0.0058281999999999995,2011,0.1303846
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,200,4,9,1940,5,7,1945,1,4,1,3,3.0,3500000.0,418765.0,5,1854,3081235.0,3918765.0,0.0832341,2011,0.05297869999999999
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,920,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,12200.0,2,1556,3487800.0,3512200.0,0.0016454999999999998,2011,0.1345673
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,900,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,33826.0,2,1556,3466174.0,3533826.0,0.010905100000000001,2011,0.1253077
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,20,7,10,1943,5,7,1945,1,4,3,1,3.0,3500000.0,41992.0,2,667,3458008.0,3541992.0,0.016974799999999998,2011,0.119238
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,220,8,25,1944,5,7,1945,1,4,3,1,3.0,3500000.0,210824.0,2,255,3289176.0,3710824.0,0.018232400000000003,2011,0.11798039999999999
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,325,9,15,1943,5,7,1945,1,4,1,3,3.0,3500000.0,174500.0,2,600,3325500.0,3674500.0,0.0139946,2011,0.1222182
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,360,8,24,1944,5,7,1945,1,4,1,3,3.0,3500000.0,10000.0,1,256,3490000.0,3510000.0,0.008178399999999999,2011,0.1280344
GMY,255,1944,50736000.0,6128.0,18318.0,250837.0,90238.0,25412.0,0.1362128,2011,355,9,28,1944,5,7,1945,1,4,3,1,3.0,3500000.0,1000.0,1,221,3499000.0,3501000.0,0.0034024999999999997,2011,0.1328103
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,140,7,16,1944,5,7,1945,1,4,3,1,3.0,3500000.0,1000.0,1,295,3499000.0,3501000.0,0.011140700000000002,2011,0.0687359
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,365,6,22,1941,5,7,1945,1,4,1,3,3.0,3500000.0,7500000.0,4,1415,-4000000.0,11000000.0,0.11820719999999998,2011,-0.03833059999999998
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,2,2,19,1943,5,7,1945,1,4,1,3,3.0,3500000.0,405400.0,1,808,3094600.0,3905400.0,0.3838635,2011,-0.3039869
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,560,11,18,1941,5,7,1945,1,4,3,1,3.0,3500000.0,8700.0,4,1266,3491300.0,3508700.0,0.006418000000000001,2011,0.0734586
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,200,4,9,1940,5,7,1945,1,4,1,3,3.0,3500000.0,418765.0,1,1854,3081235.0,3918765.0,0.0879904,2011,-0.00811379999999999
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,920,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,12200.0,5,1556,3487800.0,3512200.0,0.0013357000000000002,2011,0.07854090000000001
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,900,2,1,1941,5,7,1945,1,4,3,1,3.0,3500000.0,33826.0,1,1556,3466174.0,3533826.0,0.010478399999999999,2011,0.06939820000000001
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,20,7,10,1943,5,7,1945,1,4,3,1,3.0,3500000.0,41992.0,1,667,3458008.0,3541992.0,0.017041900000000002,2011,0.06283470000000001
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,220,8,25,1944,5,7,1945,1,4,3,1,3.0,3500000.0,210824.0,1,255,3289176.0,3710824.0,0.0179454,2011,0.061931200000000006
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,325,9,15,1943,5,7,1945,1,4,1,3,3.0,3500000.0,174500.0,1,600,3325500.0,3674500.0,0.0127712,2011,0.06710540000000001
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,360,8,24,1944,5,7,1945,1,4,1,3,3.0,3500000.0,10000.0,2,256,3490000.0,3510000.0,0.004211100000000001,2011,0.07566550000000001
GMY,255,1945,10648000.0,5300.0,10000.0,133062.0,89697.0,23627.0,0.0798766,2011,355,9,28,1944,5,7,1945,1,4,3,1,3.0,3500000.0,1000.0,2,221,3499000.0,3501000.0,0.0015557000000000001,2011,0.0783209
BAD,267,1866,256.0,8.0,10.0,0.0,1434.0,0.0,0.001275,2011,255,6,27,1866,7,3,1866,3,1,3,1,3.0,100.0,10100.0,1,6,-10000.0,10200.0,0.0658419,2011,-0.0645669
BAD,267,1866,256.0,8.0,10.0,0.0,1434.0,0.0,0.001275,2011,280,6,27,1866,7,3,1866,3,2,3,1,3.0,100.0,100.0,1,6,0.0,200.0,0.00047139999999999997,2011,0.0008036000000000001
BAD,267,1866,256.0,8.0,10.0,0.0,1434.0,0.0,0.001275,2011,325,6,24,1866,7,20,1866,3,2,3,1,3.0,100.0,4000.0,1,26,-3900.0,4100.0,0.050006999999999996,2011,-0.048732
BAD,267,1870,795.0,14.0,10.0,0.0,1458.0,0.0,0.0020298,2011,220,8,4,1870,11,22,1870,2,3,1,3,1.0,956.0,152000.0,1,110,-151044.0,152956.0,0.1273982,2011,-0.1253684
SAX,269,1866,344.0,27.0,10.0,2859.0,2383.0,159.0,0.0057244,2011,255,6,27,1866,7,3,1866,3,1,3,1,3.0,600.0,10100.0,1,6,-9500.0,10700.0,0.0658419,2011,-0.0601175
SAX,269,1866,344.0,27.0,10.0,2859.0,2383.0,159.0,0.0057244,2011,280,6,27,1866,7,3,1866,3,2,3,1,3.0,600.0,100.0,1,6,500.0,700.0,0.00047139999999999997,2011,0.005253
SAX,269,1866,344.0,27.0,10.0,2859.0,2383.0,159.0,0.0057244,2011,325,6,24,1866,7,20,1866,3,2,3,1,3.0,600.0,4000.0,1,26,-3400.0,4600.0,0.050006999999999996,2011,-0.0442826
WRT,271,1866,328.0,12.0,10.0,0.0,1761.0,0.0,0.0016377,2011,255,6,27,1866,7,3,1866,3,1,3,1,3.0,100.0,10100.0,1,6,-10000.0,10200.0,0.0658419,2011,-0.06420419999999999
WRT,271,1866,328.0,12.0,10.0,0.0,1761.0,0.0,0.0016377,2011,280,6,27,1866,7,3,1866,3,2,3,1,3.0,100.0,100.0,1,6,0.0,200.0,0.00047139999999999997,2011,0.0011662999999999999
WRT,271,1866,328.0,12.0,10.0,0.0,1761.0,0.0,0.0016377,2011,325,6,24,1866,7,20,1866,3,2,3,1,3.0,100.0,4000.0,1,26,-3900.0,4100.0,0.050006999999999996,2011,-0.0483693
WRT,271,1870,435.0,14.0,10.0,0.0,1806.0,0.0,0.0017541,2011,220,8,4,1870,11,25,1870,2,3,1,3,1.0,976.0,152000.0,1,113,-151024.0,152976.0,0.1273982,2011,-0.12564409999999998
HSE,273,1866,150.0,8.0,10.0,420.0,749.0,0.0,0.0011797,2011,255,6,27,1866,7,3,1866,3,1,3,1,3.0,100.0,10100.0,1,6,-10000.0,10200.0,0.0658419,2011,-0.06466219999999999
HSE,273,1866,150.0,8.0,10.0,420.0,749.0,0.0,0.0011797,2011,280,6,27,1866,7,3,1866,3,2,3,1,3.0,100.0,100.0,1,6,0.0,200.0,0.00047139999999999997,2011,0.0007083000000000001
HSE,273,1866,150.0,8.0,10.0,420.0,749.0,0.0,0.0011797,2011,325,6,24,1866,7,20,1866,3,2,3,1,3.0,100.0,4000.0,1,26,-3900.0,4100.0,0.050006999999999996,2011,-0.0488273
HSG,275,1866,147.0,12.0,10.0,0.0,856.0,0.0,0.0011775,2011,255,6,27,1866,7,3,1866,3,1,3,1,3.0,100.0,10100.0,1,6,-10000.0,10200.0,0.0658419,2011,-0.0646644
HSG,275,1866,147.0,12.0,10.0,0.0,856.0,0.0,0.0011775,2011,280,6,27,1866,7,3,1866,3,2,3,1,3.0,100.0,100.0,1,6,0.0,200.0,0.00047139999999999997,2011,0.0007061
HSG,275,1866,147.0,12.0,10.0,0.0,856.0,0.0,0.0011775,2011,325,6,24,1866,7,20,1866,3,2,3,1,3.0,100.0,4000.0,1,26,-3900.0,4100.0,0.050006999999999996,2011,-0.0488295
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,240,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,500.0,1,6,-400.0,600.0,0.0032339,2011,-0.0027625
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,245,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,500.0,1,6,-400.0,600.0,0.0068817999999999995,2011,-0.006410399999999999
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,267,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,100.0,1,6,0.0,200.0,0.001275,2011,-0.0008036000000000001
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,269,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,600.0,1,6,-500.0,700.0,0.0057244,2011,-0.005253
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,271,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,100.0,1,6,0.0,200.0,0.0016377,2011,-0.0011662999999999999
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,273,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,100.0,1,6,0.0,200.0,0.0011797,2011,-0.0007083000000000001
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,275,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,100.0,1,6,0.0,200.0,0.0011775,2011,-0.0007061
MEC,280,1866,0.0,5.0,0.0,0.0,558.0,0.0,0.00047139999999999997,2011,300,6,27,1866,7,3,1866,2,3,1,3,1.0,100.0,28000.0,1,6,-27900.0,28100.0,0.0572548,2011,-0.056783400000000005
POL,290,1919,0.0,300.0,515.0,31854.0,24157.0,1669.0,0.018781,2011,365,4,15,1919,10,12,1920,1,3,1,3,1.0,40000.0,60000.0,2,546,-20000.0,100000.0,0.0630602,2011,-0.0442792
POL,290,1920,13545.0,962.0,981.0,35850.0,26746.0,1760.0,0.027165300000000003,2011,365,1,3,1920,2,1,1920,1,3,1,3,1.0,100.0,8000.0,1,29,-7900.0,8100.0,0.1032007,2011,-0.0760354
POL,290,1920,13545.0,962.0,981.0,35850.0,26746.0,1760.0,0.027165300000000003,2011,365,4,15,1919,10,12,1920,1,3,1,3,1.0,40000.0,60000.0,1,546,-20000.0,100000.0,0.1032007,2011,-0.0760354
POL,290,1920,13545.0,962.0,981.0,35850.0,26746.0,1760.0,0.027165300000000003,2011,368,7,15,1920,11,29,1920,1,3,1,3,1.0,500.0,500.0,1,137,0.0,1000.0,0.0014884,2011,0.025676900000000002
POL,290,1939,968472.0,275.0,504.0,23882.0,35486.0,3914.0,0.0183111,2011,365,9,17,1939,10,1,1939,3,2,3,1,3.0,2000.0,1500.0,1,14,500.0,3500.0,0.1381359,2011,-0.11982480000000001
POL,290,1939,968472.0,275.0,504.0,23882.0,35486.0,3914.0,0.0183111,2011,255,9,1,1939,9,27,1939,3,1,3,1,3.0,320000.0,3500000.0,1,26,-3180000.0,3820000.0,0.1779559,2011,-0.1596448
AUH,300,1848,7074.0,409.0,158.0,896.0,36334.0,785.0,0.0760322,2011,325,4,4,1848,3,23,1849,1,3,3,1,1.0,3927.0,3400.0,2,353,527.0,7327.0,0.0183909,2011,0.05764129999999999
AUH,300,1848,7074.0,409.0,158.0,896.0,36334.0,785.0,0.0760322,2011,332,4,9,1848,7,24,1848,3,2,3,1,1.0,3927.0,100.0,1,106,3827.0,4027.0,0.0007266,2011,0.0753056
AUH,300,1848,7074.0,409.0,158.0,896.0,36334.0,785.0,0.0760322,2011,337,4,9,1848,7,24,1848,3,2,3,1,1.0,3927.0,100.0,1,106,3827.0,4027.0,0.0034357,2011,0.0725965
AUH,300,1849,15472.0,408.0,141.0,902.0,36424.0,793.0,0.08976460000000001,2011,325,4,4,1848,3,23,1849,3,1,3,1,1.0,3927.0,3400.0,1,353,527.0,7327.0,0.017559900000000003,2011,0.07220470000000001
AUH,300,1849,15472.0,408.0,141.0,902.0,36424.0,793.0,0.08976460000000001,2011,327,5,8,1849,7,2,1849,2,3,1,3,1.0,100.0,1400.0,1,55,-1300.0,1500.0,0.0065551,2011,0.08320950000000002
AUH,300,1859,22828.0,355.0,318.0,2174.0,37579.0,1074.0,0.0822447,2011,220,5,20,1859,7,11,1859,3,1,3,1,3.0,7500.0,12500.0,1,52,-5000.0,20000.0,0.1387151,2011,-0.056470400000000004
AUH,300,1859,22828.0,355.0,318.0,2174.0,37579.0,1074.0,0.0822447,2011,325,4,29,1859,7,11,1859,1,3,1,3,3.0,12500.0,2500.0,1,73,10000.0,15000.0,0.014791499999999999,2011,0.0674532
AUH,300,1864,10644.0,298.0,375.0,3101.0,36529.0,1052.0,0.0397204,2011,390,2,1,1864,7,20,1864,1,3,1,3,1.0,500.0,2933.0,1,170,-2433.0,3433.0,0.0030963,2011,0.0366241
AUH,300,1866,22756.0,275.0,275.0,3062.0,34482.0,1122.0,0.0572548,2011,255,6,27,1866,7,3,1866,3,1,1,3,3.0,28000.0,10100.0,1,6,17900.0,38100.0,0.0658419,2011,-0.008587099999999993
AUH,300,1866,22756.0,275.0,275.0,3062.0,34482.0,1122.0,0.0572548,2011,280,6,27,1866,7,3,1866,3,2,1,3,3.0,28000.0,100.0,1,6,27900.0,28100.0,0.00047139999999999997,2011,0.056783400000000005
AUH,300,1866,22756.0,275.0,275.0,3062.0,34482.0,1122.0,0.0572548,2011,325,6,24,1866,7,20,1866,3,2,3,1,3.0,32500.0,4000.0,1,26,28500.0,36500.0,0.050006999999999996,2011,0.007247800000000006
AUH,300,1914,1042000.0,839.0,2162.0,32416.0,52594.0,4405.0,0.0682345,2011,365,8,17,1914,8,27,1918,2,4,3,1,1.0,1200000.0,1700000.0,3,1471,-500000.0,2900000.0,0.1108046,2011,-0.0425701
