stateabb,statea,year,defensebudget,milsize,IronSteelProduct,EnergyUse,totalpop,urbanpop,CINC_Score_A,version_x,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths,CINC_Score_B,version_y,diff_CINC
PRK,731,1953,0.0,260.0,4.0,547.0,8698.0,525.0,0.0035673000000000002,2011,840,11,1,1950,7,27,1953,1,4,3,1,2.0,316579.0,92.0,4,999,316487.0,316671.0,0.0031276999999999998,2011,0.0004396000000000005
PRK,731,1953,0.0,260.0,4.0,547.0,8698.0,525.0,0.0035673000000000002,2011,900,10,21,1950,7,27,1953,1,4,3,1,2.0,316579.0,291.0,2,1010,316288.0,316870.0,0.0069382,2011,-0.0033709
PRK,731,1953,0.0,260.0,4.0,547.0,8698.0,525.0,0.0035673000000000002,2011,920,9,15,1950,7,27,1953,1,4,3,1,2.0,316579.0,23.0,1,1046,316556.0,316602.0,0.0006822,2011,0.0028851000000000003
ROK,732,1950,32000.0,109.0,4.0,631.0,20357.0,3127.0,0.0047363,2011,710,10,25,1950,7,27,1953,3,2,3,1,2.0,113248.0,422612.0,2,1006,-309364.0,535860.0,0.1184953,2011,-0.113759
ROK,732,1950,32000.0,109.0,4.0,631.0,20357.0,3127.0,0.0047363,2011,731,6,24,1950,7,27,1953,3,1,3,1,2.0,113248.0,316579.0,4,1129,-203331.0,429827.0,0.0026701999999999997,2011,0.0020661
ROK,732,1951,39048.0,196.0,1.0,874.0,20227.0,3285.0,0.0053688,2011,710,10,25,1950,7,27,1953,3,2,3,1,2.0,113248.0,422612.0,3,1006,-309364.0,535860.0,0.10362439999999999,2011,-0.0982556
ROK,732,1951,39048.0,196.0,1.0,874.0,20227.0,3285.0,0.0053688,2011,731,6,24,1950,7,27,1953,3,1,3,1,2.0,113248.0,316579.0,1,1129,-203331.0,429827.0,0.0022304,2011,0.0031384
ROK,732,1952,47860.0,335.0,1.0,998.0,20289.0,3452.0,0.0061631,2011,710,10,25,1950,7,27,1953,3,2,3,1,2.0,113248.0,422612.0,1,1006,-309364.0,535860.0,0.096398,2011,-0.09023489999999999
ROK,732,1952,47860.0,335.0,1.0,998.0,20289.0,3452.0,0.0061631,2011,731,6,24,1950,7,27,1953,3,1,3,1,2.0,113248.0,316579.0,3,1129,-203331.0,429827.0,0.0031201000000000002,2011,0.003043
ROK,732,1953,82544.0,504.0,1.0,1417.0,20523.0,3687.0,0.0075858,2011,710,10,25,1950,7,27,1953,3,2,3,1,2.0,113248.0,422612.0,4,1006,-309364.0,535860.0,0.0951003,2011,-0.0875145
ROK,732,1953,82544.0,504.0,1.0,1417.0,20523.0,3687.0,0.0075858,2011,731,6,24,1950,7,27,1953,3,1,3,1,2.0,113248.0,316579.0,2,1129,-203331.0,429827.0,0.0035673000000000002,2011,0.0040184999999999995
ROK,732,1965,111990.0,604.0,185.0,16896.0,28705.0,6904.0,0.0090671,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,5,2675,-695313.0,704687.0,0.0039885,2011,0.0050786
ROK,732,1966,148270.0,572.0,224.0,17720.0,29436.0,6973.0,0.008402,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,7,2675,-695313.0,704687.0,0.0037038000000000006,2011,0.0046982
ROK,732,1967,176991.0,612.0,300.0,18635.0,30131.0,7052.0,0.008532799999999998,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,6,2675,-695313.0,704687.0,0.0048879,2011,0.0036448999999999987
ROK,732,1968,226122.0,620.0,372.0,17853.0,30838.0,7905.0,0.0085856,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,8,2675,-695313.0,704687.0,0.0059306,2011,0.0026550000000000002
ROK,732,1969,273553.0,620.0,374.0,21397.0,31544.0,8757.0,0.008738,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,1,2675,-695313.0,704687.0,0.006093899999999999,2011,0.0026441
ROK,732,1970,270976.0,645.0,481.0,26796.0,32241.0,9610.0,0.0090558,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,2,2675,-695313.0,704687.0,0.0050852,2011,0.0039705999999999995
ROK,732,1971,318782.0,638.0,472.0,29606.0,32883.0,11294.0,0.0094005,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,9,2675,-695313.0,704687.0,0.0048762,2011,0.004524299999999999
ROK,732,1972,313056.0,635.0,585.0,31382.0,33505.0,13189.0,0.009653299999999998,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,3,2675,-695313.0,704687.0,0.0059115,2011,0.0037417999999999983
ROK,732,1973,429303.0,634.0,1157.0,37966.0,34103.0,14033.0,0.0099513,2011,816,10,1,1965,1,27,1973,2,3,1,3,3.0,4687.0,700000.0,4,2675,-695313.0,704687.0,0.0056838999999999995,2011,0.0042674
JPN,740,1894,13167.0,83.0,24.0,4599.0,41142.0,2538.0,0.0282584,2011,710,7,25,1894,3,30,1895,1,3,1,3,1.0,5000.0,10000.0,2,248,-5000.0,15000.0,0.1540882,2011,-0.12582980000000002
JPN,740,1895,11743.0,207.0,24.0,5074.0,41557.0,2637.0,0.031202999999999998,2011,710,7,25,1894,3,30,1895,1,3,1,3,1.0,5000.0,10000.0,1,248,-5000.0,15000.0,0.1521999,2011,-0.1209969
JPN,740,1900,13311.0,182.0,1.0,8010.0,43847.0,3856.0,0.028886400000000003,2011,710,6,17,1900,8,15,1900,1,3,1,3,1.0,602.0,2000.0,1,59,-1398.0,2602.0,0.11997739999999998,2011,-0.09109099999999998
JPN,740,1904,67273.0,218.0,60.0,12003.0,46135.0,4648.0,0.054540599999999995,2011,365,2,8,1904,7,7,1905,1,3,1,3,1.0,80378.0,71453.0,2,515,8925.0,151831.0,0.113226,2011,-0.0586854
JPN,740,1905,73031.0,250.0,71.0,12397.0,46620.0,4833.0,0.0485216,2011,365,2,8,1904,7,7,1905,1,3,1,3,1.0,80378.0,71453.0,1,515,8925.0,151831.0,0.1631346,2011,-0.11461299999999999
JPN,740,1931,222176.0,292.0,1883.0,37235.0,65457.0,11481.0,0.0411423,2011,710,9,18,1931,5,22,1933,1,3,1,3,1.0,10000.0,50000.0,2,612,-40000.0,60000.0,0.1254375,2011,-0.08429520000000001
JPN,740,1932,199238.0,370.0,2398.0,37878.0,66434.0,12493.0,0.0488892,2011,710,9,18,1931,5,22,1933,1,3,1,3,1.0,10000.0,50000.0,3,612,-40000.0,60000.0,0.12550730000000002,2011,-0.07661810000000002
JPN,740,1933,220162.0,371.0,3198.0,42393.0,67432.0,13594.0,0.0491846,2011,710,9,18,1931,5,22,1933,1,3,1,3,1.0,10000.0,50000.0,1,612,-40000.0,60000.0,0.1225847,2011,-0.0734001
JPN,740,1937,942416.0,393.0,5801.0,53902.0,70630.0,19062.0,0.05341130000000001,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,7,2961,-500000.0,1000000.0,0.11724089999999998,2011,-0.06382959999999997
JPN,740,1938,1699210.0,370.0,6472.0,56939.0,71013.0,19943.0,0.059080499999999994,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,9,2961,-500000.0,1000000.0,0.093207,2011,-0.034126500000000004
JPN,740,1938,1699210.0,370.0,6472.0,56939.0,71013.0,19943.0,0.059080499999999994,2011,365,7,29,1938,8,11,1938,1,3,3,1,3.0,526.0,1200.0,1,13,-674.0,1726.0,0.1643592,2011,-0.10527870000000002
JPN,740,1939,1699970.0,957.0,6696.0,60216.0,71380.0,20540.0,0.05905740000000001,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,3,2961,-500000.0,1000000.0,0.09705189999999998,2011,-0.03799449999999997
JPN,740,1939,1699970.0,957.0,6696.0,60216.0,71380.0,20540.0,0.05905740000000001,2011,365,5,22,1939,9,16,1939,1,3,1,3,3.0,20000.0,5000.0,1,117,15000.0,25000.0,0.1381359,2011,-0.0790785
JPN,740,1939,1699970.0,957.0,6696.0,60216.0,71380.0,20540.0,0.05905740000000001,2011,712,5,11,1939,9,16,1939,1,3,1,3,3.0,20000.0,3000.0,1,128,17000.0,23000.0,0.00013580000000000002,2011,0.05892160000000001
JPN,740,1940,1863181.0,957.0,6856.0,66212.0,71933.0,20980.0,0.0507177,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,2,2961,-500000.0,1000000.0,0.0926302,2011,-0.0419125
JPN,740,1940,1863181.0,957.0,6856.0,66212.0,71933.0,20980.0,0.0507177,2011,220,9,22,1940,9,24,1940,4,2,1,3,1.0,700000.0,316579.0,1,2,383421.0,1016579.0,0.0758349,2011,-0.0251172
JPN,740,1941,2929917.0,3075.0,6844.0,66842.0,72218.0,21290.0,0.0666311,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,5,2961,-500000.0,1000000.0,0.0986568,2011,-0.032025700000000004
JPN,740,1941,2929917.0,3075.0,6844.0,66842.0,72218.0,21290.0,0.0666311,2011,2,12,7,1941,8,15,1945,2,4,1,3,3.0,1740000.0,405400.0,1,1347,1334600.0,2145400.0,0.2444945,2011,-0.1778634
JPN,740,1941,2929917.0,3075.0,6844.0,66842.0,72218.0,21290.0,0.0666311,2011,20,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,41992.0,3,1346,1698008.0,1781992.0,0.0150791,2011,0.051552
JPN,740,1941,2929917.0,3075.0,6844.0,66842.0,72218.0,21290.0,0.0666311,2011,560,12,10,1941,8,15,1945,2,4,3,1,3.0,1740000.0,8700.0,5,1344,1731300.0,1748700.0,0.0056575,2011,0.060973599999999996
JPN,740,1941,2929917.0,3075.0,6844.0,66842.0,72218.0,21290.0,0.0666311,2011,200,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,418765.0,5,1346,1321235.0,2158765.0,0.0992547,2011,-0.0326236
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,6,2961,-500000.0,1000000.0,0.0988685,2011,-0.037426
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,2,12,7,1941,8,15,1945,2,4,1,3,3.0,1740000.0,405400.0,3,1347,1334600.0,2145400.0,0.2854552,2011,-0.2240127
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,20,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,41992.0,2,1346,1698008.0,1781992.0,0.0171436,2011,0.0442989
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,560,12,10,1941,8,15,1945,2,4,3,1,3.0,1740000.0,8700.0,3,1344,1731300.0,1748700.0,0.0063222,2011,0.0551203
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,200,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,418765.0,1,1346,1321235.0,2158765.0,0.0935872,2011,-0.0321447
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,920,8,15,1942,8,15,1945,2,4,3,1,3.0,1740000.0,12200.0,1,1096,1727800.0,1752200.0,0.0018231999999999999,2011,0.0596193
JPN,740,1942,4414273.0,3075.0,7044.0,64275.0,72880.0,21480.0,0.0614425,2011,900,1,14,1942,8,15,1945,2,4,3,1,3.0,1740000.0,33826.0,1,1309,1706174.0,1773826.0,0.010773200000000002,2011,0.050669299999999994
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,4,2961,-500000.0,1000000.0,0.099892,2011,-0.039664
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,2,12,7,1941,8,15,1945,2,4,1,3,3.0,1740000.0,405400.0,4,1347,1334600.0,2145400.0,0.3456322,2011,-0.2854042
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,20,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,41992.0,1,1346,1698008.0,1781992.0,0.0185215,2011,0.041706499999999994
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,560,12,10,1941,8,15,1945,2,4,3,1,3.0,1740000.0,8700.0,4,1344,1731300.0,1748700.0,0.0056633000000000005,2011,0.054564699999999994
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,200,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,418765.0,2,1346,1321235.0,2158765.0,0.08737930000000001,2011,-0.02715130000000001
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,920,8,15,1942,8,15,1945,2,4,3,1,3.0,1740000.0,12200.0,4,1096,1727800.0,1752200.0,0.001294,2011,0.058934
JPN,740,1943,6989871.0,3075.0,7820.0,66476.0,73903.0,21656.0,0.060228,2011,900,1,14,1942,8,15,1945,2,4,3,1,3.0,1740000.0,33826.0,4,1309,1706174.0,1773826.0,0.0119916,2011,0.0482364
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,8,2961,-500000.0,1000000.0,0.0974234,2011,-0.0303441
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,2,12,7,1941,8,15,1945,2,4,1,3,3.0,1740000.0,405400.0,2,1347,1334600.0,2145400.0,0.3506417,2011,-0.2835624
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,20,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,41992.0,5,1346,1698008.0,1781992.0,0.016974799999999998,2011,0.050104499999999996
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,560,12,10,1941,8,15,1945,2,4,3,1,3.0,1740000.0,8700.0,1,1344,1731300.0,1748700.0,0.0058281999999999995,2011,0.061251099999999996
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,200,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,418765.0,3,1346,1321235.0,2158765.0,0.0832341,2011,-0.01615480000000001
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,920,8,15,1942,8,15,1945,2,4,3,1,3.0,1740000.0,12200.0,2,1096,1727800.0,1752200.0,0.0016454999999999998,2011,0.0654338
JPN,740,1944,17227328.0,4325.0,5914.0,61792.0,74433.0,21842.0,0.0670793,2011,900,1,14,1942,8,15,1945,2,4,3,1,3.0,1740000.0,33826.0,2,1309,1706174.0,1773826.0,0.010905100000000001,2011,0.056174199999999994
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,710,7,7,1937,8,15,1945,1,3,1,3,1.0,250000.0,750000.0,1,2961,-500000.0,1000000.0,0.09349600000000001,2011,-0.040619900000000014
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,365,8,9,1945,8,15,1945,2,4,3,1,3.0,1740000.0,7500000.0,1,6,-5760000.0,9240000.0,0.11820719999999998,2011,-0.06533109999999999
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,712,8,9,1945,8,15,1945,2,4,3,1,3.0,1740000.0,3000.0,1,6,1737000.0,1743000.0,0.0004061,2011,0.052469999999999996
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,2,12,7,1941,8,15,1945,2,4,1,3,3.0,1740000.0,405400.0,5,1347,1334600.0,2145400.0,0.3838635,2011,-0.33098740000000004
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,20,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,41992.0,4,1346,1698008.0,1781992.0,0.017041900000000002,2011,0.0358342
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,560,12,10,1941,8,15,1945,2,4,3,1,3.0,1740000.0,8700.0,2,1344,1731300.0,1748700.0,0.006418000000000001,2011,0.046458099999999995
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,200,12,8,1941,8,15,1945,2,4,1,3,3.0,1740000.0,418765.0,4,1346,1321235.0,2158765.0,0.0879904,2011,-0.0351143
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,920,8,15,1942,8,15,1945,2,4,3,1,3.0,1740000.0,12200.0,3,1096,1727800.0,1752200.0,0.0013357000000000002,2011,0.05154039999999999
JPN,740,1945,4002481.0,6095.0,2082.0,34266.0,72147.0,22004.0,0.052876099999999995,2011,900,1,14,1942,8,15,1945,2,4,3,1,3.0,1740000.0,33826.0,3,1309,1706174.0,1773826.0,0.010478399999999999,2011,0.042397699999999997
IND,750,1947,218680.0,311.0,1277.0,33752.0,344367.0,19740.0,0.0528381,2011,770,10,26,1947,12,31,1948,1,3,1,3,1.0,2500.0,1000.0,2,432,1500.0,3500.0,0.011441799999999998,2011,0.0413963
IND,750,1948,275196.0,321.0,1277.0,34071.0,349430.0,20631.0,0.0524505,2011,770,10,26,1947,12,31,1948,1,3,1,3,1.0,2500.0,1000.0,1,432,1500.0,3500.0,0.0118022,2011,0.0406483
IND,750,1962,909968.0,800.0,5149.0,53233.0,452212.0,38268.0,0.049118199999999994,2011,710,10,20,1962,11,21,1962,3,1,3,1,3.0,1353.0,500.0,1,32,853.0,1853.0,0.10360899999999999,2011,-0.0544908
IND,750,1965,1804170.0,1220.0,6470.0,63354.0,482530.0,38734.0,0.0520336,2011,770,8,5,1965,9,23,1965,3,1,3,1,3.0,3261.0,3800.0,1,49,-539.0,7061.0,0.011127799999999998,2011,0.0409058
IND,750,1971,1924810.0,1560.0,6376.0,153174.0,551226.0,46779.0,0.0526029,2011,770,12,3,1971,12,16,1971,3,1,3,1,1.0,3241.0,7982.0,1,13,-4741.0,11223.0,0.0098727,2011,0.0427302
IND,750,1999,13895000.0,1300.0,24296.0,651232.0,998056.0,161743.0,0.0679565,2011,770,5,8,1999,7,17,1999,3,1,3,1,1.0,474.0,698.0,1,70,-224.0,1172.0,0.013295500000000002,2011,0.054661
PAK,770,1947,0.0,275.0,0.0,6.0,70050.0,3054.0,0.011441799999999998,2011,750,10,26,1947,12,31,1948,3,1,3,1,3.0,1000.0,2500.0,2,432,-1500.0,3500.0,0.0528381,2011,-0.0413963
PAK,770,1948,107414.0,265.0,2.0,354.0,71560.0,3237.0,0.0118022,2011,750,10,26,1947,12,31,1948,3,1,3,1,3.0,1000.0,2500.0,1,432,-1500.0,3500.0,0.0524505,2011,-0.0406483
PAK,770,1965,428512.0,277.0,13.0,8685.0,113061.0,8217.0,0.011127799999999998,2011,750,8,5,1965,9,23,1965,1,3,1,3,1.0,3800.0,3261.0,1,49,539.0,7061.0,0.0520336,2011,-0.0409058
PAK,770,1971,727215.0,404.0,100.0,0.0,62425.0,9219.0,0.0098727,2011,750,12,3,1971,12,16,1971,1,3,1,3,3.0,7982.0,3241.0,1,13,4741.0,11223.0,0.0526029,2011,-0.0427302
PAK,770,1999,3523000.0,590.0,900.0,58868.0,152331.0,32208.0,0.013295500000000002,2011,750,5,8,1999,7,17,1999,1,3,1,3,3.0,698.0,474.0,1,70,224.0,1172.0,0.0679565,2011,-0.054661
THI,800,1942,0.0,0.0,0.0,4.0,16060.0,1471.0,0.0044278,2011,710,5,10,1942,5,17,1942,1,4,1,3,2.0,700000.0,1000.0,1,7,699000.0,701000.0,0.0988685,2011,-0.0944407
THI,800,1942,0.0,0.0,0.0,4.0,16060.0,1471.0,0.0044278,2011,200,5,10,1942,5,17,1942,1,4,1,3,2.0,700000.0,1000.0,1,7,699000.0,701000.0,0.0935872,2011,-0.0891594
THI,800,1951,21557.0,44.0,0.0,18.0,20224.0,1822.0,0.003081,2011,710,1,3,1951,7,27,1953,4,2,3,1,2.0,114.0,422612.0,1,936,-422498.0,422726.0,0.10362439999999999,2011,-0.10054339999999999
THI,800,1951,21557.0,44.0,0.0,18.0,20224.0,1822.0,0.003081,2011,731,1,3,1951,7,27,1953,4,1,3,1,2.0,114.0,316579.0,2,936,-316465.0,316693.0,0.0022304,2011,0.0008506
THI,800,1952,38243.0,44.0,0.0,20.0,20831.0,1844.0,0.0029386,2011,710,1,3,1951,7,27,1953,4,2,3,1,2.0,114.0,422612.0,3,936,-422498.0,422726.0,0.096398,2011,-0.0934594
THI,800,1952,38243.0,44.0,0.0,20.0,20831.0,1844.0,0.0029386,2011,731,1,3,1951,7,27,1953,4,1,3,1,2.0,114.0,316579.0,3,936,-316465.0,316693.0,0.0031201000000000002,2011,-0.00018150000000000024
THI,800,1953,57339.0,45.0,0.0,35.0,21456.0,1861.0,0.0029603000000000003,2011,710,1,3,1951,7,27,1953,4,2,3,1,2.0,114.0,422612.0,2,936,-422498.0,422726.0,0.0951003,2011,-0.09214
THI,800,1953,57339.0,45.0,0.0,35.0,21456.0,1861.0,0.0029603000000000003,2011,731,1,3,1951,7,27,1953,4,1,3,1,2.0,114.0,316579.0,1,936,-316465.0,316693.0,0.0035673000000000002,2011,-0.0006069999999999999
THI,800,1967,124106.0,151.0,3.0,3220.0,32996.0,2163.0,0.0034729999999999995,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,4,2025,699506.0,700494.0,0.0048879,2011,-0.0014149000000000002
THI,800,1968,151524.0,167.0,6.0,5296.0,34035.0,2203.0,0.0036134,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,3,2025,699506.0,700494.0,0.0059306,2011,-0.0023172
THI,800,1969,189611.0,175.0,6.0,4479.0,35109.0,2259.0,0.0036531,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,7,2025,699506.0,700494.0,0.006093899999999999,2011,-0.0024407999999999995
THI,800,1970,239019.0,175.0,40.0,14546.0,36370.0,2313.0,0.0038904000000000005,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,6,2025,699506.0,700494.0,0.0050852,2011,-0.0011947999999999993
THI,800,1971,255673.0,195.0,120.0,17360.0,37485.0,2397.0,0.004118500000000001,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,5,2025,699506.0,700494.0,0.0048762,2011,-0.0007576999999999992
THI,800,1972,275865.0,205.0,182.0,19979.0,38592.0,2495.0,0.0042301000000000005,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,2,2025,699506.0,700494.0,0.0059115,2011,-0.0016813999999999996
THI,800,1973,302522.0,233.0,190.0,21468.0,39693.0,2612.0,0.0044210000000000005,2011,816,10,1,1967,4,17,1973,2,3,1,3,3.0,700000.0,494.0,1,2025,699506.0,700494.0,0.0056838999999999995,2011,-0.001262899999999999
CAM,811,1970,119481.0,85.0,0.0,1901.0,6938.0,405.0,0.0011094000000000002,2011,816,3,23,1970,12,3,1971,3,1,3,1,2.0,5000.0,400.0,1,620,4600.0,5400.0,0.0050852,2011,-0.0039758
CAM,811,1971,97036.0,205.0,0.0,1498.0,7038.0,398.0,0.001875,2011,816,3,23,1970,12,3,1971,3,1,3,1,2.0,5000.0,400.0,2,620,4600.0,5400.0,0.0048762,2011,-0.0030012
CAM,811,1977,0.0,70.0,0.0,1336.0,6824.0,395.0,0.0009857000000000002,2011,816,9,24,1977,1,7,1979,1,3,1,3,3.0,5000.0,3000.0,3,470,2000.0,8000.0,0.008807500000000001,2011,-0.0078218
CAM,811,1978,0.0,70.0,0.0,1314.0,6657.0,387.0,0.0009536,2011,816,9,24,1977,1,7,1979,1,3,1,3,3.0,5000.0,3000.0,1,470,2000.0,8000.0,0.0090281,2011,-0.0080745
CAM,811,1979,0.0,10.0,0.0,1307.0,6535.0,382.0,0.00048360000000000005,2011,816,9,24,1977,1,7,1979,1,3,1,3,3.0,5000.0,3000.0,2,470,2000.0,8000.0,0.0089162,2011,-0.0084326
LAO,812,1967,38000.0,62.0,0.0,0.0,2759.0,137.0,0.0006434,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,7,1952,9000.0,13500.0,0.0048879,2011,-0.0042445
LAO,812,1968,40000.0,62.0,0.0,4.0,2825.0,143.0,0.0006299,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,2,1952,9000.0,13500.0,0.0059306,2011,-0.0053007
LAO,812,1969,41250.0,59.0,0.0,5.0,2893.0,149.0,0.0006011,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,5,1952,9000.0,13500.0,0.006093899999999999,2011,-0.005492799999999999
LAO,812,1970,39529.0,62.0,0.0,1620.0,2962.0,156.0,0.0006502999999999999,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,4,1952,9000.0,13500.0,0.0050852,2011,-0.0044349
LAO,812,1971,19272.0,72.0,0.0,1628.0,3033.0,164.0,0.0007019999999999999,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,1,1952,9000.0,13500.0,0.0048762,2011,-0.0041741999999999994
LAO,812,1972,21660.0,79.0,0.0,1641.0,3106.0,171.0,0.0007412000000000001,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,6,1952,9000.0,13500.0,0.0059115,2011,-0.0051703
LAO,812,1973,17150.0,71.0,0.0,1667.0,3181.0,178.0,0.0006795,2011,816,12,13,1967,4,17,1973,3,1,3,1,3.0,11250.0,2250.0,3,1952,9000.0,13500.0,0.0056838999999999995,2011,-0.005004399999999999
DRV,816,1965,375170.0,256.0,100.0,2808.0,19000.0,1461.0,0.0039885,2011,2,2,7,1965,1,27,1973,3,1,3,1,3.0,700000.0,58153.0,8,2911,641847.0,758153.0,0.2015391,2011,-0.1975506
DRV,816,1965,375170.0,256.0,100.0,2808.0,19000.0,1461.0,0.0039885,2011,732,10,1,1965,1,27,1973,3,2,3,1,1.0,700000.0,4687.0,1,2675,695313.0,704687.0,0.0090671,2011,-0.0050786
DRV,816,1965,375170.0,256.0,100.0,2808.0,19000.0,1461.0,0.0039885,2011,817,2,7,1965,4,30,1975,3,1,3,1,3.0,700000.0,254257.0,5,3734,445743.0,954257.0,0.006525399999999999,2011,-0.002536899999999999
DRV,816,1965,375170.0,256.0,100.0,2808.0,19000.0,1461.0,0.0039885,2011,900,6,27,1965,3,12,1972,3,2,3,1,3.0,700000.0,494.0,2,2450,699506.0,700494.0,0.0072816,2011,-0.0032931
DRV,816,1966,300000.0,256.0,150.0,3003.0,19420.0,1511.0,0.0037038000000000006,2011,2,2,7,1965,1,27,1973,3,1,3,1,3.0,700000.0,58153.0,1,2911,641847.0,758153.0,0.2086695,2011,-0.2049657
DRV,816,1966,300000.0,256.0,150.0,3003.0,19420.0,1511.0,0.0037038000000000006,2011,732,10,1,1965,1,27,1973,3,2,3,1,1.0,700000.0,4687.0,9,2675,695313.0,704687.0,0.008402,2011,-0.0046982
